('0', 'null'),
('2577', 'Palm tree'),
('2578', 'Palm tree'),
('2579', 'Scorched earth'),
('2580', 'Scorched earth'),
('2581', 'Rock'),
('2582', 'Rock'),
('2583', 'Fungus covered Cavern wall'),
('2584', 'Rocks'),
('2585', 'Hand holds'),
('2586', 'Rocks'),
('2587', 'Chest'),
('2588', 'Chest'),
('2589', 'Hole'),
('2590', 'Ladder'),
('2591', 'Ladder'),
('2592', 'Ladder'),
('2593', 'Gangplank'),
('2594', 'Gangplank'),
('2595', 'Door'),
('2596', 'Red door'),
('2597', 'Orange door'),
('2598', 'Yellow door'),
('2599', 'Blue door'),
('2600', 'Magenta door'),
('2601', 'Green door'),
('2602', 'Exit door'),
('2603', 'Chest'),
('2604', 'Chest'),
('2605', 'Ladder'),
('2606', 'Wall'),
('2607', 'Rocks'),
('2608', 'Rocks'),
('2609', 'Rocks'),
('2610', 'Rocks'),
('2611', 'Rocks'),
('2612', 'Cupboard'),
('2613', 'Cupboard'),
('2614', 'Coffin'),
('2615', 'Coffin'),
('2616', 'Stairs'),
('2617', 'Stairs'),
('2618', 'null'),
('2619', 'Barrel'),
('2620', 'Crate'),
('2621', 'Door'),
('2622', 'Door'),
('2623', 'Gate'),
('2624', 'Door'),
('2625', 'Door'),
('2626', 'Door'),
('2627', 'Door'),
('2628', 'Door'),
('2629', 'Wall'),
('2630', 'Fishing spot'),
('2631', 'Door'),
('2632', 'Chest'),
('2633', 'Chest'),
('2634', 'Rock slide'),
('2635', 'Cupboard'),
('2636', 'Cupboard'),
('2637', 'null'),
('2638', 'Ladder'),
('2639', 'null'),
('2640', 'Altar'),
('2641', 'Ladder'),
('2642', 'Potter's Wheel'),
('2643', 'Pottery Oven'),
('2644', 'Spinning wheel'),
('2645', 'Sand pit'),
('2646', 'Flax'),
('2647', 'Guild Door'),
('2648', 'null'),
('2649', 'null'),
('2650', 'Table'),
('2651', 'null'),
('2652', 'Tropical tree'),
('2653', 'null'),
('2654', 'Sinclair family fountain'),
('2655', 'Sinclair family crest'),
('2656', 'Anna's barrel'),
('2657', 'Bob's barrel'),
('2658', 'Carol's barrel'),
('2659', 'David's barrel'),
('2660', 'Elizabeth's barrel'),
('2661', 'Frank's barrel'),
('2662', 'null'),
('2663', 'Sacks'),
('2664', 'Sturdy wooden gate'),
('2665', 'Sturdy wooden gate'),
('2666', 'null'),
('2667', 'Winch'),
('2668', 'Winch bucket'),
('2669', 'null'),
('2670', 'Kharidian cactus (Healthy)'),
('2671', 'Kharidian cactus (Dry)'),
('2672', 'An experimental anvil'),
('2673', 'Gate'),
('2674', 'Gate'),
('2675', 'Mine door entrance'),
('2676', 'Mine door entrance'),
('2677', 'Chest'),
('2678', 'Bookcase'),
('2679', 'null'),
('2680', 'Barrel'),
('2681', 'Barrel'),
('2682', 'null'),
('2683', 'Window'),
('2684', 'Mine Cart'),
('2685', 'Gate'),
('2686', 'Gate'),
('2687', 'Gate'),
('2688', 'Gate'),
('2689', 'Prison door'),
('2690', 'Mine door entrance'),
('2691', 'Mine door entrance'),
('2692', 'Prison door'),
('2693', 'Shantay chest'),
('2694', 'Rock'),
('2695', 'Rock'),
('2696', 'Rock'),
('2697', 'Rock'),
('2698', 'Mine cave'),
('2699', 'Mine cave'),
('2700', 'Tent door'),
('2701', 'null'),
('2702', 'Tracks'),
('2703', 'Tracks'),
('2704', 'Rocks'),
('2705', 'Door'),
('2706', 'Door'),
('2707', 'Crate'),
('2708', 'Crate'),
('2709', 'Chest'),
('2710', 'Chest'),
('2711', 'Stairs'),
('2712', 'Door'),
('2713', 'Hopper'),
('2714', 'Hopper'),
('2715', 'Hellhound'),
('2716', 'Hopper'),
('2717', 'Hopper'),
('2718', 'Hopper controls'),
('2719', 'null'),
('2720', 'Hopper controls'),
('2721', 'Hopper controls'),
('2722', 'Hopper controls'),
('2723', 'Kebab'),
('2724', 'Fireplace'),
('2725', 'Fireplace'),
('2726', 'Fireplace'),
('2727', 'Cooking pot'),
('2728', 'Range'),
('2729', 'Range'),
('2730', 'Range'),
('2731', 'Range'),
('2732', 'Fire'),
('2733', 'null'),
('2734', 'null'),
('2735', 'null'),
('2736', 'null'),
('2737', 'null'),
('2738', 'null'),
('2739', 'null'),
('2740', 'null'),
('2741', 'null'),
('2742', 'null'),
('2743', 'null'),
('2744', 'null'),
('2745', 'null'),
('2746', 'null'),
('2747', 'null'),
('2748', 'null'),
('2749', 'null'),
('2750', 'null'),
('2751', 'null'),
('2752', 'null'),
('2753', 'null'),
('2754', 'null'),
('2755', 'null'),
('2756', 'null'),
('2757', 'null'),
('2758', 'null'),
('2759', 'null'),
('2760', 'null'),
('2761', 'null'),
('2762', 'null'),
('2763', 'null'),
('2764', 'null'),
('2765', 'null'),
('2766', 'null'),
('2767', 'null'),
('2768', 'null'),
('2769', 'null'),
('2770', 'null'),
('2771', 'null'),
('2772', 'null'),
('2773', 'null'),
('2774', 'null'),
('2775', 'null'),
('2776', 'null'),
('2777', 'null'),
('2778', 'null'),
('2779', 'null'),
('2780', 'null'),
('2781', 'Catapult'),
('2782', 'Anvil'),
('2783', 'Anvil'),
('2784', 'Blacksmith's tools'),
('2785', 'null'),
('2786', 'City gate'),
('2787', 'City gate'),
('2788', 'City gate'),
('2789', 'City gate'),
('2790', 'Chest'),
('2791', 'Counter'),
('2792', 'Counter'),
('2793', 'Counter'),
('2794', 'Lever'),
('2795', 'Lever'),
('2796', 'Ladder'),
('2797', 'Ladder'),
('2798', 'Bush'),
('2799', 'Bush'),
('2800', 'Bush'),
('2801', 'Bush'),
('2802', 'Bush'),
('2803', 'Bush'),
('2804', 'Cave entrance'),
('2805', 'Cave entrance'),
('2806', 'Cave entrance'),
('2807', 'Cave entrance'),
('2808', 'Cave entrance'),
('2809', 'Cave entrance'),
('2810', 'Cave entrance'),
('2811', 'Cave entrance'),
('2812', 'Ladder'),
('2813', 'Cave entrance'),
('2814', 'Gate'),
('2815', 'Gate'),
('2816', 'Rock of Dalgroth'),
('2817', 'Cave exit'),
('2818', 'Cave exit'),
('2819', 'Cave exit'),
('2820', 'Cave exit'),
('2821', 'Cave exit'),
('2822', 'Cave exit'),
('2823', 'Hole'),
('2824', 'Hole'),
('2825', 'Climbing rope'),
('2826', 'Chest'),
('2827', 'Chest'),
('2828', 'null'),
('2829', 'null'),
('2830', 'Gap'),
('2831', 'Gap'),
('2832', 'Battlement'),
('2833', 'Ladder'),
('2834', 'Broken Bridge'),
('2835', 'Rock'),
('2836', 'Rock'),
('2837', 'Rock'),
('2838', 'null'),
('2839', 'null'),
('2840', 'null'),
('2841', 'Bed'),
('2842', 'Magical shield'),
('2843', 'Sinclair mansion drain'),
('2844', 'Sewer valve'),
('2845', 'Sewer valve'),
('2846', 'Sewer valve'),
('2847', 'Sewer valve'),
('2848', 'Sewer valve'),
('2849', 'Raft'),
('2850', 'Wardrobe'),
('2851', 'Wardrobe'),
('2852', 'Cave entrance'),
('2853', 'Stairs'),
('2854', 'null'),
('2855', 'null'),
('2856', 'Chest'),
('2857', 'Chest'),
('2858', 'Crate'),
('2859', 'Cooking range'),
('2860', 'Hazeel's coffin'),
('2861', 'Door'),
('2862', 'Door'),
('2863', 'Door'),
('2864', 'Fountain'),
('2865', 'Gate'),
('2866', 'Gate'),
('2867', 'Potted plant'),
('2868', 'Cupboard'),
('2869', 'Cupboard'),
('2870', 'null'),
('2871', 'Ladder'),
('2872', 'Ladder'),
('2873', 'Statue of Saradomin'),
('2874', 'Statue of Zamorak'),
('2875', 'Statue of Guthix'),
('2876', 'Counter'),
('2877', 'Barrel'),
('2878', 'Sparkling pool'),
('2879', 'Sparkling pool'),
('2880', 'Mystic portal'),
('2881', 'Prison Door'),
('2882', 'Gate'),
('2883', 'Gate'),
('2884', 'Ladder'),
('2885', 'Cupboard'),
('2886', 'Open Cupboard'),
('2887', 'Jungle Tree'),
('2888', 'Jungle Palm'),
('2889', 'Jungle Tree'),
('2890', 'Jungle Tree'),
('2891', 'Tree stump'),
('2892', 'Jungle Bush'),
('2893', 'Jungle Bush'),
('2894', 'Slashed bush'),
('2895', 'Slashed bush'),
('2896', 'Legends Guild door'),
('2897', 'Legends Guild door'),
('2898', 'null'),
('2899', 'null'),
('2900', 'Bed'),
('2901', 'Sir Palomedes'),
('2902', 'Rocks'),
('2903', 'Cave entrance'),
('2904', 'Cave entrance'),
('2905', 'Crate'),
('2906', 'Table'),
('2907', 'Bed'),
('2908', 'Fire Wall'),
('2909', 'Fire Wall'),
('2910', 'Desk'),
('2911', 'Bookcase'),
('2912', 'Ancient Gate'),
('2913', 'Ancient Gate'),
('2914', 'null'),
('2915', 'null'),
('2916', 'Rocks'),
('2917', 'null'),
('2918', 'Crevice'),
('2919', 'Boulder'),
('2920', 'Boulder'),
('2921', 'Boulder'),
('2922', 'Ancient Gate'),
('2923', 'Ancient Gate'),
('2924', 'Ancient Gate'),
('2925', 'Ancient Gate'),
('2926', 'Jagged wall'),
('2927', 'Marked wall'),
('2928', 'Carved rock'),
('2929', 'Buried skeleton'),
('2930', 'Ancient Gate'),
('2931', 'Ancient Gate'),
('2932', 'Barrel'),
('2933', 'null'),
('2934', 'Winch'),
('2935', 'Winch'),
('2936', 'Totem Pole'),
('2937', 'Totem Pole'),
('2938', 'Totem Pole'),
('2939', 'Totem Pole'),
('2940', 'Table'),
('2941', 'Sacred water'),
('2942', 'Water Pool'),
('2943', 'Polluted water'),
('2944', 'Tall Reeds'),
('2945', 'Yommi tree baby'),
('2946', 'Yommi tree sapling'),
('2947', 'Dead Yommi sapling'),
('2948', 'Adult Yommi tree'),
('2949', 'Dead Yommi'),
('2950', 'Felled Yommi tree'),
('2951', 'Rotten Yommi'),
('2952', 'Trimmed Yommi'),
('2953', 'Rotten Yommi tree'),
('2954', 'Totem pole'),
('2955', 'Rotten Totem pole'),
('2956', 'Fertile Soil'),
('2957', 'Damaged Earth'),
('2958', 'Climbing rope'),
('2959', 'Rocky Ledge'),
('2960', 'Rocky Ledge'),
('2961', 'Rocky Ledge'),
('2962', 'Rocks'),
('2963', 'Rocks'),
('2964', 'Rocks'),
('2965', 'Mossy rock'),
('2966', 'Furnace'),
('2967', 'null'),
('2968', 'null'),
('2969', 'Recess'),
('2970', 'Filled Recess'),
('2971', 'Shimmering field'),
('2972', 'Boulder'),
('2973', 'Boulder'),
('2974', 'Boulder'),
('2975', 'Leafy Palm Tree'),
('2976', 'Leafy Palm Tree'),
('2977', 'Sand'),
('2978', 'Sand'),
('2979', 'Sand'),
('2980', 'Flowers'),
('2981', 'Flowers'),
('2982', 'Flowers'),
('2983', 'Flowers'),
('2984', 'Flowers'),
('2985', 'Flowers'),
('2986', 'Flowers'),
('2987', 'Flowers'),
('2988', 'Flowers'),
('2989', 'Vine'),
('2990', 'Vine'),
('2991', 'Vine'),
('2992', 'Vine'),
('2993', 'Vine'),
('2994', 'Vine'),
('2995', 'Closed chest'),
('2996', 'Closed chest'),
('2997', 'Door'),
('2998', 'Door'),
('2999', 'null'),
('3000', 'Timber defence'),
('3001', 'null'),
('3002', 'null'),
('3003', 'null'),
('3004', 'null'),
('3005', 'null'),
('3006', 'null'),
('3007', 'null'),
('3008', 'null'),
('3009', 'null'),
('3010', 'null'),
('3011', 'null'),
('3012', 'null'),
('3013', 'null'),
('3014', 'Door'),
('3015', 'Gate'),
('3016', 'Gate'),
('3017', 'Door'),
('3018', 'Door'),
('3019', 'Door'),
('3020', 'Gate'),
('3021', 'Gate'),
('3022', 'Gate'),
('3023', 'Gate'),
('3024', 'Door'),
('3025', 'Door'),
('3026', 'Door'),
('3027', 'Door'),
('3028', 'Ladder'),
('3029', 'Ladder'),
('3030', 'Ladder'),
('3031', 'Ladder'),
('3032', 'Fishing spot'),
('3033', 'Tree'),
('3034', 'Tree'),
('3035', 'Tree'),
('3036', 'Tree'),
('3037', 'Oak'),
('3038', 'Fire'),
('3039', 'Range'),
('3040', 'Cupboard'),
('3041', 'Cupboard'),
('3042', 'Rocks'),
('3043', 'Rocks'),
('3044', 'Furnace'),
('3045', 'Bank booth'),
('3046', 'Timber defence'),
('3047', 'null'),
('3048', 'null'),
('3049', 'null'),
('3050', 'null'),
('3051', 'null'),
('3052', 'null'),
('3053', 'null'),
('3054', 'null'),
('3055', 'null'),
('3056', 'null'),
('3057', 'null'),
('3058', 'null'),
('3059', 'null'),
('3060', 'null'),
('3061', 'null'),
('3062', 'null'),
('3063', 'null'),
('3064', 'null'),
('3065', 'null'),
('3066', 'null'),
('3067', 'null'),
('3068', 'null'),
('3069', 'null'),
('3070', 'null'),
('3071', 'null'),
('3072', 'null'),
('3073', 'null'),
('3074', 'null'),
('3075', 'null'),
('3076', 'null'),
('3077', 'Wall'),
('3078', 'Wall'),
('3079', 'Wall'),
('3080', 'null'),
('3081', 'null'),
('3082', 'Wall'),
('3083', 'Wall'),
('3084', 'null'),
('3085', 'null'),
('3086', 'null'),
('3087', 'null'),
('3088', 'null'),
('3089', 'null'),
('3090', 'null'),
('3091', 'null'),
('3092', 'null'),
('3093', 'null'),
('3094', 'null'),
('3095', 'null'),
('3096', 'null'),
('3097', 'null'),
('3098', 'null'),
('3099', 'null'),
('3100', 'null'),
('3101', 'null'),
('3102', 'null'),
('3103', 'null'),
('3104', 'null'),
('3105', 'null'),
('3106', 'null'),
('3107', 'null'),
('3108', 'Entrance'),
('3109', 'Entrance'),
('3110', 'null'),
('3111', 'Entrance'),
('3112', 'Entrance'),
('3113', 'Entrance'),
('3114', 'Entrance'),
('3115', 'null'),
('3116', 'null'),
('3117', 'null'),
('3118', 'null'),
('3119', 'null'),
('3120', 'null'),
('3121', 'null'),
('3122', 'null'),
('3123', 'null'),
('3124', 'null'),
('3125', 'null'),
('3126', 'null'),
('3127', 'null'),
('3128', 'null'),
('3129', 'null'),
('3130', 'null'),
('3131', 'null'),
('3132', 'null'),
('3133', 'null'),
('3134', 'null'),
('3135', 'null'),
('3136', 'null'),
('3137', 'null'),
('3138', 'null'),
('3139', 'null'),
('3140', 'null'),
('3141', 'null'),
('3142', 'null'),
('3143', 'null'),
('3144', 'null'),
('3145', 'null'),
('3146', 'null'),
('3147', 'null'),
('3148', 'null'),
('3149', 'null'),
('3150', 'null'),
('3151', 'null'),
('3152', 'null'),
('3153', 'null'),
('3154', 'null'),
('3155', 'null'),
('3156', 'null'),
('3157', 'null'),
('3158', 'null'),
('3159', 'Bed'),
('3160', 'null'),
('3161', 'null'),
('3162', 'null'),
('3163', 'null'),
('3164', 'null'),
('3165', 'null'),
('3166', 'null'),
('3167', 'null'),
('3168', 'null'),
('3169', 'null'),
('3170', 'null'),
('3171', 'null'),
('3172', 'null'),
('3173', 'null'),
('3174', 'null'),
('3175', 'null'),
('3176', 'null'),
('3177', 'null'),
('3178', 'null'),
('3179', 'null'),
('3180', 'null'),
('3181', 'null'),
('3182', 'Chair'),
('3183', 'Hospital shelves'),
('3184', 'Hospital shelves'),
('3185', 'Hospital shelves'),
('3186', 'Operating Table'),
('3187', 'Operating Table'),
('3188', 'null'),
('3189', 'null'),
('3190', 'Drawers'),
('3191', 'Drawers'),
('3192', 'Scoreboard'),
('3193', 'Closed bank chest'),
('3194', 'Bank chest'),
('3195', 'Crate'),
('3196', 'Damaged armour'),
('3197', 'Gate'),
('3198', 'Gate'),
('3199', 'Bed'),
('3200', 'null'),
('3201', 'null'),
('3202', 'null'),
('3203', 'Trapdoor'),
('3204', 'null'),
('3205', 'Ladder'),
('3206', 'Barrel'),
('3207', 'null'),
('3208', 'null'),
('3209', 'Odd looking wall'),
('3210', 'Odd looking wall'),
('3211', 'Odd looking wall'),
('3212', 'Odd looking wall'),
('3213', 'null'),
('3214', 'Underground pass exit'),
('3215', 'null'),
('3216', 'Mud'),
('3217', 'Cave'),
('3218', 'Tunnel'),
('3219', 'Tunnel'),
('3220', 'Door'),
('3221', 'Door'),
('3222', 'Cave Stairs'),
('3223', 'Cave Stairs'),
('3224', 'Cave'),
('3225', 'null'),
('3226', 'null'),
('3227', 'Trap'),
('3228', 'Trap'),
('3229', 'Trap'),
('3230', 'Flat rock'),
('3231', 'Plank'),
('3232', 'Stalagmites'),
('3233', 'Trap'),
('3234', 'Odd markings'),
('3235', 'Obstacle pipe'),
('3236', 'Obstacle pipe'),
('3237', 'Obstacle pipe'),
('3238', 'Ledge'),
('3239', 'Bridge'),
('3240', 'Bridge'),
('3241', 'Lever'),
('3242', 'Lever'),
('3243', 'Platform'),
('3244', 'Platform'),
('3245', 'Platform'),
('3246', 'Platform'),
('3247', 'Bridge'),
('3248', 'Bridge'),
('3249', 'Bridge'),
('3250', 'Bridge'),
('3251', 'null'),
('3252', 'null'),
('3253', 'null'),
('3254', 'Bridge'),
('3255', 'Bridge'),
('3256', 'null'),
('3257', 'Platform'),
('3258', 'Bridge'),
('3259', 'Bridge'),
('3260', 'Bridge'),
('3261', 'null'),
('3262', 'null'),
('3263', 'Swamp'),
('3264', 'null'),
('3265', 'Pile of rocks'),
('3266', 'Cage'),
('3267', 'Cage'),
('3268', 'Cage'),
('3269', 'null'),
('3270', 'Door'),
('3271', 'Door'),
('3272', 'Chest'),
('3273', 'Chest'),
('3274', 'Chest'),
('3275', 'null'),
('3276', 'Stone bridge'),
('3277', 'null'),
('3278', 'null'),
('3279', 'null'),
('3280', 'null'),
('3281', 'null'),
('3282', 'null'),
('3283', 'null'),
('3284', 'null'),
('3285', 'null'),
('3286', 'null'),
('3287', 'null'),
('3288', 'null'),
('3289', 'null'),
('3290', 'null'),
('3291', 'null'),
('3292', 'null'),
('3293', 'null'),
('3294', 'Furnace'),
('3295', 'Stone tablet'),
('3296', 'Stone tablet'),
('3297', 'Stone tablet'),
('3298', 'Stone tablet'),
('3299', 'Stone tablet'),
('3300', 'Stone tablet'),
('3301', 'Stone tablet'),
('3302', 'Stone tablet'),
('3303', 'Portcullis'),
('3304', 'Portcullis'),
('3305', 'Well'),
('3306', 'null'),
('3307', 'Rockpile'),
('3308', 'Smashed cage'),
('3309', 'Rockslide'),
('3310', 'null'),
('3311', 'null'),
('3312', 'null'),
('3313', 'null'),
('3314', 'null'),
('3315', 'null'),
('3316', 'null'),
('3317', 'null'),
('3318', 'null'),
('3319', 'null'),
('3320', 'null'),
('3321', 'null'),
('3322', 'null'),
('3323', 'null'),
('3324', 'null'),
('3325', 'null'),
('3326', 'null'),
('3327', 'Eerie statue'),
('3328', 'Dwarf statue'),
('3329', 'null'),
('3330', 'null'),
('3331', 'null'),
('3332', 'Temple door'),
('3333', 'Door'),
('3334', 'Door'),
('3335', 'Door'),
('3336', 'Door'),
('3337', 'Lever'),
('3338', 'null'),
('3339', 'Flat rock'),
('3340', 'Guide rope'),
('3341', 'Guide rope'),
('3342', 'null'),
('3343', 'Rock pile'),
('3344', 'Barrel'),
('3345', 'null'),
('3346', 'null'),
('3347', 'null'),
('3348', 'Iban's Throne'),
('3349', 'null'),
('3350', 'null'),
('3351', 'Cage'),
('3352', 'Cage'),
('3353', 'Tomb'),
('3354', 'Tomb'),
('3355', 'null'),
('3356', 'null'),
('3357', 'null'),
('3358', 'null'),
('3359', 'Well'),
('3360', 'Crate'),
('3361', 'null'),
('3362', 'Window'),
('3363', 'null'),
('3364', 'Rock'),
('3365', 'Protruding rocks'),
('3366', 'Onion'),
('3367', 'Prison Door'),
('3368', 'null'),
('3369', 'null'),
('3370', 'null'),
('3371', 'Achey Tree stump'),
('3372', 'Ogre spit-roast'),
('3373', 'Ogre spit-roast'),
('3374', 'Ogre spit-roast'),
('3375', 'Ogre spit-roast'),
('3376', 'Ogre bench'),
('3377', 'Locked Ogre chest'),
('3378', 'Unlocked Ogre chest'),
('3379', 'Cave entrance'),
('3380', 'Cave exit'),
('3381', 'Cave exit'),
('3382', 'Ogre spit-roast'),
('3383', 'Ogre spit-roast'),
('3384', 'null'),
('3385', 'null'),
('3386', 'null'),
('3387', 'null'),
('3388', 'null'),
('3389', 'null'),
('3390', 'null'),
('3391', 'null'),
('3392', 'null'),
('3393', 'null'),
('3394', 'Crate'),
('3395', 'Crate'),
('3396', 'Boxes'),
('3397', 'Boxes'),
('3398', 'Crate'),
('3399', 'Crate'),
('3400', 'Crate'),
('3401', 'Crate'),
('3402', 'Workbench'),
('3403', 'null'),
('3404', 'null'),
('3405', 'null'),
('3406', 'Lever'),
('3407', 'null'),
('3408', 'Water wheel'),
('3409', 'Lever'),
('3410', 'null'),
('3411', 'null'),
('3412', 'null'),
('3413', 'null'),
('3414', 'null'),
('3415', 'Staircase'),
('3416', 'Staircase'),
('3417', 'Lever'),
('3418', 'null'),
('3419', 'null'),
('3420', 'null'),
('3421', 'null'),
('3422', 'Machinery'),
('3423', 'null'),
('3424', 'null'),
('3425', 'null'),
('3426', 'null'),
('3427', 'null'),
('3428', 'null'),
('3429', 'null'),
('3430', 'null'),
('3431', 'Rocks'),
('3432', 'Trapdoor'),
('3433', 'Trapdoor'),
('3434', 'null'),
('3435', 'null'),
('3436', 'null'),
('3437', 'null'),
('3438', 'null'),
('3439', 'null'),
('3440', 'Stairs'),
('3441', 'Stairs'),
('3442', 'null'),
('3443', 'Holy barrier'),
('3444', 'Gate'),
('3445', 'Gate'),
('3446', 'null'),
('3447', 'null'),
('3448', 'null'),
('3449', 'null'),
('3450', 'null'),
('3451', 'null'),
('3452', 'null'),
('3453', 'null'),
('3454', 'null'),
('3455', 'null'),
('3456', 'null'),
('3457', 'null'),
('3458', 'null'),
('3459', 'null'),
('3460', 'null'),
('3461', 'null'),
('3462', 'null'),
('3463', 'Cell door'),
('3464', 'null'),
('3465', 'null'),
('3466', 'Hanging meat'),
('3467', 'Hanging meat'),
('3468', 'null'),
('3469', 'null'),
('3470', 'null'),
('3471', 'null'),
('3472', 'null'),
('3473', 'null'),
('3474', 'null'),
('3475', 'null'),
('3476', 'null'),
('3477', 'null'),
('3478', 'null'),
('3479', 'Statue'),
('3480', 'null'),
('3481', 'null'),
('3482', 'null'),
('3483', 'null'),
('3484', 'null'),
('3485', 'Well'),
('3486', 'null'),
('3487', 'null'),
('3488', 'null'),
('3489', 'null'),
('3490', 'null'),
('3491', 'null'),
('3492', 'null'),
('3493', 'Monument'),
('3494', 'Monument'),
('3495', 'Monument'),
('3496', 'Monument'),
('3497', 'Monument'),
('3498', 'Monument'),
('3499', 'Monument'),
('3500', 'Church organ'),
('3501', 'null'),
('3502', 'null'),
('3503', 'null'),
('3504', 'null'),
('3505', 'null'),
('3506', 'Gate'),
('3507', 'Gate'),
('3508', 'Rotting log'),
('3509', 'Fungi on log'),
('3510', 'Rotting branch'),
('3511', 'Budding branch'),
('3512', 'A small bush'),
('3513', 'A golden pear bush'),
('3514', 'Rotting tree'),
('3515', 'null'),
('3516', 'Grotto'),
('3517', 'Grotto tree'),
('3518', 'null'),
('3519', 'null'),
('3520', 'Grotto'),
('3521', 'Altar of nature'),
('3522', 'Bridge'),
('3523', 'Bench'),
('3524', 'null'),
('3525', 'Grotto'),
('3526', 'Grotto'),
('3527', 'Stone'),
('3528', 'Stone'),
('3529', 'Stone'),
('3530', 'null'),
('3531', 'null'),
('3532', 'null'),
('3533', 'null'),
('3534', 'null'),
('3535', 'null'),
('3536', 'null'),
('3537', 'null'),
('3538', 'null'),
('3539', 'null'),
('3540', 'null'),
('3541', 'null'),
('3542', 'null'),
('3543', 'null'),
('3544', 'null'),
('3545', 'null'),
('3546', 'Old well'),
('3547', 'null'),
('3548', 'null'),
('3549', 'null'),
('3550', 'null'),
('3551', 'Balancing rope'),
('3552', 'Balancing rope'),
('3553', 'Log balance'),
('3554', 'Log balance'),
('3555', 'Log balance'),
('3556', 'Log balance'),
('3557', 'Log balance'),
('3558', 'Log balance'),
('3559', 'Balancing ledge'),
('3560', 'Balancing ledge'),
('3561', 'Balancing ledge'),
('3562', 'Balancing ledge'),
('3563', 'Monkey bars'),
('3564', 'Monkey bars'),
('3565', 'Low wall'),
('3566', 'Rope swing'),
('3567', 'Blade'),
('3568', 'Blade'),
('3569', 'Blade'),
('3570', 'Plank'),
('3571', 'Plank'),
('3572', 'Plank'),
('3573', 'Plank'),
('3574', 'Plank'),
('3575', 'Plank'),
('3576', 'Plank'),
('3577', 'Plank'),
('3578', 'Pillar'),
('3579', 'Pillar'),
('3580', 'Spinning blades'),
('3581', 'Ticket Dispenser'),
('3582', 'Floor spikes'),
('3583', 'Hand holds'),
('3584', 'Hand holds'),
('3585', 'Pressure pad'),
('3586', 'null'),
('3587', 'null'),
('3588', 'null'),
('3589', 'null'),
('3590', 'null'),
('3591', 'null'),
('3592', 'null'),
('3593', 'null'),
('3594', 'null'),
('3595', 'null'),
('3596', 'null'),
('3597', 'null'),
('3598', 'null'),
('3599', 'null'),
('3600', 'null'),
('3601', 'null'),
('3602', 'null'),
('3603', 'null'),
('3604', 'null'),
('3605', 'null'),
('3606', 'null'),
('3607', 'null'),
('3608', 'Ticket Dispenser'),
('3609', 'null'),
('3610', 'Climbing rope'),
('3611', 'null'),
('3612', 'null'),
('3613', 'null'),
('3614', 'null'),
('3615', 'null'),
('3616', 'null'),
('3617', 'Ladder'),
('3618', 'Ladder'),
('3619', 'null'),
('3620', 'null'),
('3621', 'null'),
('3622', 'null'),
('3623', 'null'),
('3624', 'null'),
('3625', 'null'),
('3626', 'Wall'),
('3627', 'null'),
('3628', 'Wall'),
('3629', 'Wall'),
('3630', 'Wall'),
('3631', 'Wall'),
('3632', 'Wall'),
('3633', 'null'),
('3634', 'Strange shrine'),
('3635', 'Chest'),
('3636', 'Chest'),
('3637', 'null'),
('3638', 'null'),
('3639', 'null'),
('3640', 'null'),
('3641', 'null'),
('3642', 'null'),
('3643', 'null'),
('3644', 'Spotlight'),
('3645', 'null'),
('3646', 'null'),
('3647', 'null'),
('3648', 'null'),
('3649', 'null'),
('3650', 'null'),
('3651', 'null'),
('3652', 'null'),
('3653', 'null'),
('3654', 'null'),
('3655', 'null'),
('3656', 'null'),
('3657', 'null'),
('3658', 'null'),
('3659', 'null'),
('3660', 'null'),
('3661', 'null'),
('3662', 'Cooking pot'),
('3663', 'null'),
('3664', 'null'),
('3665', 'Bones'),
('3666', 'null'),
('3667', 'null'),
('3668', 'null'),
('3669', 'null'),
('3670', 'null'),
('3671', 'null'),
('3672', 'null'),
('3673', 'null'),
('3674', 'null'),
('3675', 'null'),
('3676', 'Stone Mechanism'),
('3677', 'Stone Mechanism'),
('3678', 'null'),
('3679', 'Standard'),
('3680', 'Flagpole'),
('3681', 'Signpost'),
('3682', 'null'),
('3683', 'null'),
('3684', 'null'),
('3685', 'Boxes'),
('3686', 'Boxes'),
('3687', 'Boxes'),
('3688', 'null'),
('3689', 'null'),
('3690', 'null'),
('3691', 'null'),
('3692', 'Climbing Rope'),
('3693', 'null'),
('3694', 'Crate'),
('3695', 'null'),
('3696', 'Suit of armour'),
('3697', 'Barrel'),
('3698', 'null'),
('3699', 'null'),
('3700', 'null'),
('3701', 'null'),
('3702', 'null'),
('3703', 'null'),
('3704', 'null'),
('3705', 'null'),
('3706', 'null'),
('3707', 'null'),
('3708', 'null'),
('3709', 'null'),
('3710', 'null'),
('3711', 'null'),
('3712', 'null'),
('3713', 'null'),
('3714', 'null'),
('3715', 'null'),
('3716', 'null'),
('3717', 'null'),
('3718', 'null'),
('3719', 'null'),
('3720', 'null'),
('3721', 'null'),
('3722', 'Rocks'),
('3723', 'Rocks'),
('3724', 'null'),
('3725', 'Gate'),
('3726', 'Gate'),
('3727', 'Gate'),
('3728', 'Gate'),
('3729', 'null'),
('3730', 'Stile'),
('3731', 'null'),
('3732', 'null'),
('3733', 'null'),
('3734', 'null'),
('3735', 'Cave Entrance'),
('3736', 'Cave Exit'),
('3737', 'null'),
('3738', 'null'),
('3739', 'null'),
('3740', 'null'),
('3741', 'Danger sign'),
('3742', 'Danger sign'),
